date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:18:31	109/109	---M--	404	error ('Not%20Found')	text/html	etag:%22300cce8-6d-4f2adb81cc5c0%22	http://abundant-ideas.com/robots.txt		(from )
19:18:31	2554/2554	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:31%20GMT	http://abundant-ideas.com/	abundant-ideas.com/index.html	(from )
19:18:31	1232/1232	---M--	200	added ('OK')	text/css	etag:%222a6d65c-4d0-4ec31e1b26f3f%22	http://abundant-ideas.com/ai.css	abundant-ideas.com/ai.css	(from http://abundant-ideas.com/)
19:18:32	17490/17490	---M--	200	added ('OK')	image/jpeg	etag:%2212b65cba-4452-4ec31f54a528e%22	http://abundant-ideas.com/Images/Lcorner.jpg	abundant-ideas.com/Images/Lcorner.jpg	(from http://abundant-ideas.com/)
19:18:32	2554/2554	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:32%20GMT	http://abundant-ideas.com/index.html	abundant-ideas.com/index-2.html	(from http://abundant-ideas.com/)
19:18:33	2322/2322	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:33%20GMT	http://abundant-ideas.com/mission.html	abundant-ideas.com/mission.html	(from http://abundant-ideas.com/)
19:18:33	1664/1664	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:33%20GMT	http://abundant-ideas.com/contact.html	abundant-ideas.com/contact.html	(from http://abundant-ideas.com/)
19:18:33	2833/2833	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:33%20GMT	http://abundant-ideas.com/portfolio.html	abundant-ideas.com/portfolio.html	(from http://abundant-ideas.com/)
19:18:33	2670/2670	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:33%20GMT	http://abundant-ideas.com/history.html	abundant-ideas.com/history.html	(from http://abundant-ideas.com/)
19:18:35	11195/11195	---M--	200	added ('OK')	image/jpeg	etag:%2213221d45-2bbb-4ec31f71aa0f2%22	http://abundant-ideas.com/Images/Rcorner.jpg	abundant-ideas.com/Images/Rcorner.jpg	(from http://abundant-ideas.com/)
19:18:38	82144/82144	---M--	200	added ('OK')	image/jpeg	etag:%2212b43c2e-140e0-4ec31f3af8c07%22	http://abundant-ideas.com/Images/B-logo.jpg	abundant-ideas.com/Images/B-logo.jpg	(from http://abundant-ideas.com/)
19:18:44	29143/29143	---M--	200	added ('OK')	image/jpeg	etag:%2212b3b6f4-71d7-4ec31f4728b7f%22	http://abundant-ideas.com/Images/coloring-book-sample%20thumb.jpg	abundant-ideas.com/Images/coloring-book-sample%20thumb.jpg	(from http://abundant-ideas.com/portfolio.html)
19:18:45	108929/108929	---M--	200	added ('OK')	image/gif	etag:%2213221d59-1a981-4ec31f7a7297d%22	http://abundant-ideas.com/Images/Ty-pe.gif	abundant-ideas.com/Images/Ty-pe.gif	(from http://abundant-ideas.com/)
19:18:46	38924/38924	---M--	200	added ('OK')	image/jpeg	etag:%2212b65ca2-980c-4ec31f4ba90f3%22	http://abundant-ideas.com/Images/dpslogo%20thumb.jpg	abundant-ideas.com/Images/dpslogo%20thumb.jpg	(from http://abundant-ideas.com/portfolio.html)
19:18:50	29816/29816	---M--	200	added ('OK')	image/jpeg	etag:%2212b3b6f2-7478-4ec31f44e1acb%22	http://abundant-ideas.com/Images/coloring-book-sample%20thumb%20alt.jpg	abundant-ideas.com/Images/coloring-book-sample%20thumb%20alt.jpg	(from http://abundant-ideas.com/portfolio.html)
19:18:51	2507/2507	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:51%20GMT	http://abundant-ideas.com/graphicdesign.html	abundant-ideas.com/graphicdesign.html	(from http://abundant-ideas.com/portfolio.html)
19:18:51	2315/2315	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:51%20GMT	http://abundant-ideas.com/illustration.html	abundant-ideas.com/illustration.html	(from http://abundant-ideas.com/portfolio.html)
19:18:51	1737/1737	---M--	200	added ('OK')	text/html	date:Tue,%2029%20Dec%202015%2000:18:51%20GMT	http://abundant-ideas.com/animation.html	abundant-ideas.com/animation.html	(from http://abundant-ideas.com/portfolio.html)
19:18:52	92095/92095	---M--	200	added ('OK')	image/jpeg	etag:%2212b89430-167bf-4ec31f6371ec5%22	http://abundant-ideas.com/Images/pj3%20thumb.jpg	abundant-ideas.com/Images/pj3%20thumb.jpg	(from http://abundant-ideas.com/portfolio.html)
19:18:52	39819/39819	---M--	200	added ('OK')	image/jpeg	etag:%2212b3b77b-9b8b-4ec31f493868e%22	http://abundant-ideas.com/Images/dpslogo%20thumb%20alt.jpg	abundant-ideas.com/Images/dpslogo%20thumb%20alt.jpg	(from http://abundant-ideas.com/portfolio.html)
19:18:54	98346/98346	---M--	200	added ('OK')	image/jpeg	etag:%2212b8942f-1802a-4ec31f60fc0a0%22	http://abundant-ideas.com/Images/pj3%20thumb%20alt.jpg	abundant-ideas.com/Images/pj3%20thumb%20alt.jpg	(from http://abundant-ideas.com/portfolio.html)
19:18:54	0/-1	---M--	302	error ('Found')	text/html		http://abundant-ideas.com/js/jquery-1.7.2.min.js	abundant-ideas.com/js/jquery-1.7.2.min.js	(from http://abundant-ideas.com/graphicdesign.html)
19:18:57	3767/3767	---M--	200	added ('OK')	text/css	etag:%229f31b14-eb7-4ec31ecb8233c%22	http://abundant-ideas.com/css/lightbox.css	abundant-ideas.com/css/lightbox.css	(from http://abundant-ideas.com/graphicdesign.html)
19:18:59	25790/25790	---M--	200	added ('OK')	image/jpeg	etag:%2212b65ca4-64be-4ec31f4ef838e%22	http://abundant-ideas.com/Images/gd-logo.jpg	abundant-ideas.com/Images/gd-logo.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:19:07	56124/56124	---M--	200	added ('OK')	image/jpeg	etag:%2213227621-db3c-4ec31fb3bf539%22	http://abundant-ideas.com/Images/thumbs/Project1_Layout%201.0.jpg	abundant-ideas.com/Images/thumbs/Project1_Layout%201.0.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:19:08	50303/50303	---M--	200	added ('OK')	image/jpeg	etag:%22132268e1-c47f-4ec31facafee7%22	http://abundant-ideas.com/Images/thumbs/Poster2.jpg	abundant-ideas.com/Images/thumbs/Poster2.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:19:31	349226/349226	---M--	200	added ('OK')	image/jpeg	etag:%2213221d27-5542a-4ec31f6ffed0f%22	http://abundant-ideas.com/Images/Project1_Layout%201.0.jpg	abundant-ideas.com/Images/Project1_Layout%201.0.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:20:00	25129/25129	---M--	200	added ('OK')	image/jpeg	etag:%2212b845c0-6229-4ec31fb9071a3%22	http://abundant-ideas.com/Images/thumbs/studio-360-logo.jpg	abundant-ideas.com/Images/thumbs/studio-360-logo.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:20:06	54003/54003	---M--	200	added ('OK')	image/jpeg	etag:%22132268ca-d2f3-4ec31fa4cd086%22	http://abundant-ideas.com/Images/thumbs/pj1.jpg	abundant-ideas.com/Images/thumbs/pj1.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:20:12	99253/99253	---M--	200	added ('OK')	image/jpeg	etag:%2212b89425-183b5-4ec31f5cb1681%22	http://abundant-ideas.com/Images/pj1.jpg	abundant-ideas.com/Images/pj1.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:20:14	48746/48746	---M--	200	added ('OK')	image/jpeg	etag:%22132268cb-be6a-4ec31fa7a94d0%22	http://abundant-ideas.com/Images/thumbs/pj2.jpg	abundant-ideas.com/Images/thumbs/pj2.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:20:24	53263/53263	---M--	200	added ('OK')	image/jpeg	etag:%2213225229-d00f-4ec31f9cffd02%22	http://abundant-ideas.com/Images/thumbs/apothlogo.jpg	abundant-ideas.com/Images/thumbs/apothlogo.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:20:24	0/-1	---M--	302	error ('Found')	text/html		http://abundant-ideas.com/js/jquery-1.7.2.min.js	abundant-ideas.com/js/jquery-1.7.2.min.23.delayed	(from http://abundant-ideas.com/illustration.html)
19:20:31	195871/195871	---M--	200	added ('OK')	image/jpeg	etag:%2212b8942b-2fd1f-4ec31f5e925d4%22	http://abundant-ideas.com/Images/pj2.jpg	abundant-ideas.com/Images/pj2.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:22:09	601773/601773	---M--	200	added ('OK')	image/jpeg	etag:%2213227652-92ead-4ec31fb5f2875%22	http://abundant-ideas.com/Images/thumbs/shading.jpg	abundant-ideas.com/Images/thumbs/shading.jpg	(from http://abundant-ideas.com/illustration.html)
19:22:11	656574/656574	---M--	200	added ('OK')	image/jpeg	etag:%2213221d4b-a04be-4ec31f74784a0%22	http://abundant-ideas.com/Images/shading.jpg	abundant-ideas.com/Images/shading.jpg	(from http://abundant-ideas.com/illustration.html)
19:22:18	42673/42673	---M--	200	added ('OK')	image/jpeg	etag:%22132268ef-a6b1-4ec31fb0c094f%22	http://abundant-ideas.com/Images/thumbs/PreternaturalCover.jpg	abundant-ideas.com/Images/thumbs/PreternaturalCover.jpg	(from http://abundant-ideas.com/illustration.html)
19:22:33	1957001/1957001	---M--	200	added ('OK')	image/jpeg	etag:%2212b89439-1ddc89-4ec31f672ef52%22	http://abundant-ideas.com/Images/Poster2.jpg	abundant-ideas.com/Images/Poster2.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:22:43	214890/214890	---M--	200	added ('OK')	image/jpeg	etag:%2212b89451-3476a-4ec31f69ac78b%22	http://abundant-ideas.com/Images/PreternaturalCover.jpg	abundant-ideas.com/Images/PreternaturalCover.jpg	(from http://abundant-ideas.com/illustration.html)
19:22:45	70437/70437	---M--	200	added ('OK')	image/jpeg	etag:%221322523b-11325-4ec31f9fcd94f%22	http://abundant-ideas.com/Images/thumbs/coloring%20book%20sample.jpg	abundant-ideas.com/Images/thumbs/coloring%20book%20sample.jpg	(from http://abundant-ideas.com/illustration.html)
19:23:14	405322/405322	---M--	200	added ('OK')	image/jpeg	etag:%2212b3b6e3-62f4a-4ec31f426dc84%22	http://abundant-ideas.com/Images/coloring%20book%20sample.jpg	abundant-ideas.com/Images/coloring%20book%20sample.jpg	(from http://abundant-ideas.com/illustration.html)
19:23:31	109/109	---M--	404	error ('Not%20Found')	text/html	etag:%22300cce8-6d-4f2adb81cc5c0%22	http://abundant-ideas.com/images/prev.png	abundant-ideas.com/images/prev.2c.delayed	(from http://abundant-ideas.com/css/lightbox.css)
19:23:31	109/109	---M--	404	error ('Not%20Found')	text/html	etag:%22300cce8-6d-4f2adb81cc5c0%22	http://abundant-ideas.com/images/next.png	abundant-ideas.com/images/next.png	(from http://abundant-ideas.com/css/lightbox.css)
19:23:39	62986/62986	---M--	200	added ('OK')	image/jpeg	etag:%2213221d55-f60a-4ec31f77480be%22	http://abundant-ideas.com/Images/studio-360-logo.jpg	abundant-ideas.com/Images/studio-360-logo.jpg	(from http://abundant-ideas.com/graphicdesign.html)
19:24:49	1389657/1389657	---M--	200	added ('OK')	image/jpeg	etag:%2212b65ca5-153459-4ec31f51beabc%22	http://abundant-ideas.com/Images/img058.jpg	abundant-ideas.com/Images/img058.jpg	(from http://abundant-ideas.com/illustration.html)
19:26:49	5321684/5321684	---M--	200	added ('OK')	image/x-ms-bmp	etag:%2212b43c2c-5133d4-4ec31f340c971%22	http://abundant-ideas.com/Images/apothlogo.bmp	abundant-ideas.com/Images/apothlogo.bmp	(from http://abundant-ideas.com/graphicdesign.html)
19:26:50	21752/21752	---M--	200	added ('OK')	image/jpeg	etag:%22132268c9-54f8-4ec31fa1c6f5f%22	http://abundant-ideas.com/Images/thumbs/img058.jpg	abundant-ideas.com/Images/thumbs/img058.jpg	(from http://abundant-ideas.com/illustration.html)
